IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.111.175,2096,true,SIN,Asia Pacific,Singapore,335 ms,3898 kB/s
47.236.9.152,2053,true,SIN,Asia Pacific,Singapore,309 ms,3897 kB/s
47.237.82.15,2087,true,SIN,Asia Pacific,Singapore,293 ms,3893 kB/s
47.243.173.187,2096,true,HKG,Asia Pacific,Hong Kong,95 ms,3881 kB/s
47.237.14.220,2053,true,SIN,Asia Pacific,Singapore,294 ms,3869 kB/s
47.238.50.221,80,true,SIN,Asia Pacific,Singapore,75 ms,3861 kB/s
47.236.80.110,2053,true,SIN,Asia Pacific,Singapore,291 ms,3832 kB/s
47.243.107.148,2096,true,HKG,Asia Pacific,Hong Kong,60 ms,3824 kB/s
47.237.100.206,2083,true,SIN,Asia Pacific,Singapore,306 ms,3807 kB/s
47.245.126.151,2083,true,SIN,Asia Pacific,Singapore,321 ms,3801 kB/s
47.236.117.48,2053,true,SIN,Asia Pacific,Singapore,355 ms,3792 kB/s
47.237.95.13,2083,true,SIN,Asia Pacific,Singapore,281 ms,3783 kB/s
47.238.48.58,80,true,SIN,Asia Pacific,Singapore,63 ms,3782 kB/s
47.243.169.63,8443,true,HKG,Asia Pacific,Hong Kong,67 ms,3771 kB/s
47.236.130.95,2087,true,SIN,Asia Pacific,Singapore,312 ms,3759 kB/s
8.219.142.191,2083,true,SIN,Asia Pacific,Singapore,288 ms,3753 kB/s
47.243.183.127,8443,true,HKG,Asia Pacific,Hong Kong,71 ms,3751 kB/s
47.237.95.140,2087,true,SIN,Asia Pacific,Singapore,306 ms,3751 kB/s
47.237.125.8,2087,true,SIN,Asia Pacific,Singapore,295 ms,3740 kB/s
47.76.243.157,80,true,SIN,Asia Pacific,Singapore,61 ms,3735 kB/s
47.242.17.250,2096,true,HKG,Asia Pacific,Hong Kong,67 ms,3729 kB/s
47.237.84.173,2053,true,SIN,Asia Pacific,Singapore,305 ms,3723 kB/s
8.218.132.209,80,true,SIN,Asia Pacific,Singapore,77 ms,3721 kB/s
8.219.199.220,2087,true,SIN,Asia Pacific,Singapore,312 ms,3712 kB/s
47.242.176.237,2053,true,HKG,Asia Pacific,Hong Kong,59 ms,3709 kB/s
8.219.142.191,2053,true,SIN,Asia Pacific,Singapore,309 ms,3704 kB/s
47.237.14.220,2087,true,SIN,Asia Pacific,Singapore,293 ms,3702 kB/s
8.219.153.237,8443,true,NRT,Asia Pacific,Tokyo,362 ms,3677 kB/s
8.210.34.188,8443,true,HKG,Asia Pacific,Hong Kong,74 ms,3668 kB/s
47.236.97.90,8443,true,SIN,Asia Pacific,Singapore,291 ms,3657 kB/s
47.245.86.230,2096,true,SIN,Asia Pacific,Singapore,291 ms,3644 kB/s
47.243.42.219,8443,true,HKG,Asia Pacific,Hong Kong,85 ms,3644 kB/s
47.236.144.196,8443,true,SIN,Asia Pacific,Singapore,283 ms,3638 kB/s
47.236.180.51,8443,true,SIN,Asia Pacific,Singapore,304 ms,3631 kB/s
47.237.0.31,2053,true,SIN,Asia Pacific,Singapore,315 ms,3624 kB/s
47.236.149.107,2053,true,SIN,Asia Pacific,Singapore,317 ms,3608 kB/s
47.236.83.239,2053,true,SIN,Asia Pacific,Singapore,318 ms,3607 kB/s
47.236.180.24,2087,true,SIN,Asia Pacific,Singapore,344 ms,3589 kB/s
8.210.48.107,2087,true,HKG,Asia Pacific,Hong Kong,62 ms,3580 kB/s
8.222.208.38,8443,true,SIN,Asia Pacific,Singapore,306 ms,3577 kB/s
47.243.51.171,2083,true,HKG,Asia Pacific,Hong Kong,59 ms,3566 kB/s
47.237.10.1,2053,true,SIN,Asia Pacific,Singapore,285 ms,3553 kB/s
8.219.60.54,2087,true,SIN,Asia Pacific,Singapore,292 ms,3551 kB/s
47.236.93.176,8443,true,SIN,Asia Pacific,Singapore,277 ms,3539 kB/s
47.243.183.127,2053,true,HKG,Asia Pacific,Hong Kong,68 ms,3538 kB/s
47.236.172.95,2083,true,SIN,Asia Pacific,Singapore,288 ms,3537 kB/s
47.243.169.63,2096,true,HKG,Asia Pacific,Hong Kong,63 ms,3535 kB/s
8.219.78.1,2087,true,SIN,Asia Pacific,Singapore,299 ms,3510 kB/s
8.219.153.237,2053,true,NRT,Asia Pacific,Tokyo,383 ms,3510 kB/s
8.219.66.156,2096,true,NRT,Asia Pacific,Tokyo,377 ms,3491 kB/s
8.222.208.38,2096,true,SIN,Asia Pacific,Singapore,285 ms,3484 kB/s
8.219.229.190,2087,true,SIN,Asia Pacific,Singapore,279 ms,3481 kB/s
47.236.146.249,443,true,SIN,Asia Pacific,Singapore,296 ms,3480 kB/s
47.236.165.25,2083,true,SIN,Asia Pacific,Singapore,301 ms,3475 kB/s
47.237.83.20,2053,true,SIN,Asia Pacific,Singapore,281 ms,3465 kB/s
8.219.210.57,2096,true,SIN,Asia Pacific,Singapore,285 ms,3452 kB/s
47.237.10.1,2083,true,SIN,Asia Pacific,Singapore,288 ms,3430 kB/s
47.242.17.250,8443,true,HKG,Asia Pacific,Hong Kong,61 ms,3428 kB/s
47.242.202.230,2096,true,HKG,Asia Pacific,Hong Kong,65 ms,3419 kB/s
47.236.169.164,2083,true,SIN,Asia Pacific,Singapore,303 ms,3413 kB/s
8.219.60.54,2083,true,SIN,Asia Pacific,Singapore,297 ms,3391 kB/s
47.238.52.240,80,true,SIN,Asia Pacific,Singapore,70 ms,3381 kB/s
8.219.122.55,2053,true,SIN,Asia Pacific,Singapore,282 ms,3375 kB/s
47.242.232.14,2083,true,HKG,Asia Pacific,Hong Kong,61 ms,3375 kB/s
8.219.110.81,2053,true,SIN,Asia Pacific,Singapore,305 ms,3369 kB/s
47.236.253.41,2083,true,SIN,Asia Pacific,Singapore,332 ms,3367 kB/s
8.219.66.156,2087,true,NRT,Asia Pacific,Tokyo,402 ms,3358 kB/s
8.219.153.237,2096,true,NRT,Asia Pacific,Tokyo,364 ms,3352 kB/s
47.236.118.216,2087,true,SIN,Asia Pacific,Singapore,306 ms,3340 kB/s
8.219.210.57,2083,true,SIN,Asia Pacific,Singapore,303 ms,3299 kB/s
8.210.175.109,8443,true,HKG,Asia Pacific,Hong Kong,179 ms,3286 kB/s
8.219.107.135,2083,true,SIN,Asia Pacific,Singapore,294 ms,3283 kB/s
8.210.207.214,8443,true,HKG,Asia Pacific,Hong Kong,69 ms,3279 kB/s
8.218.143.10,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,3275 kB/s
8.219.189.143,2096,true,SIN,Asia Pacific,Singapore,297 ms,3242 kB/s
47.245.114.163,2087,true,SIN,Asia Pacific,Singapore,313 ms,3216 kB/s
8.219.120.87,2096,true,SIN,Asia Pacific,Singapore,305 ms,3206 kB/s
8.222.193.65,2053,true,SIN,Asia Pacific,Singapore,311 ms,3199 kB/s
8.219.153.237,2087,true,NRT,Asia Pacific,Tokyo,369 ms,3155 kB/s
8.219.111.147,2053,true,SIN,Asia Pacific,Singapore,289 ms,3151 kB/s
47.237.81.112,2053,true,SIN,Asia Pacific,Singapore,296 ms,3124 kB/s
8.219.114.201,2087,true,SIN,Asia Pacific,Singapore,279 ms,3094 kB/s
47.243.206.150,8443,true,HKG,Asia Pacific,Hong Kong,69 ms,3078 kB/s
47.245.84.124,2083,true,SIN,Asia Pacific,Singapore,325 ms,3078 kB/s
8.219.191.110,2083,true,SIN,Asia Pacific,Singapore,278 ms,3074 kB/s
47.236.75.113,2053,true,SIN,Asia Pacific,Singapore,313 ms,3061 kB/s
8.219.210.57,2087,true,SIN,Asia Pacific,Singapore,298 ms,3061 kB/s
47.236.169.141,2087,true,SIN,Asia Pacific,Singapore,293 ms,3054 kB/s
47.236.171.205,8443,true,SIN,Asia Pacific,Singapore,301 ms,3042 kB/s
8.210.175.109,2096,true,HKG,Asia Pacific,Hong Kong,175 ms,3042 kB/s
47.237.94.140,2087,true,SIN,Asia Pacific,Singapore,283 ms,3032 kB/s
47.236.232.148,2087,true,SIN,Asia Pacific,Singapore,338 ms,3028 kB/s
47.236.172.71,2087,true,SIN,Asia Pacific,Singapore,353 ms,3027 kB/s
47.243.203.119,2053,true,HKG,Asia Pacific,Hong Kong,61 ms,2999 kB/s
8.219.114.201,2053,true,SIN,Asia Pacific,Singapore,285 ms,2998 kB/s
8.219.66.156,2083,true,NRT,Asia Pacific,Tokyo,384 ms,2988 kB/s
8.218.1.163,2096,true,HKG,Asia Pacific,Hong Kong,58 ms,2985 kB/s
8.218.122.55,2053,true,HKG,Asia Pacific,Hong Kong,68 ms,2983 kB/s
8.219.114.201,8443,true,SIN,Asia Pacific,Singapore,280 ms,2979 kB/s
47.236.253.41,8443,true,SIN,Asia Pacific,Singapore,331 ms,2965 kB/s
8.219.142.191,8443,true,SIN,Asia Pacific,Singapore,306 ms,2953 kB/s
47.245.114.163,2053,true,SIN,Asia Pacific,Singapore,305 ms,2953 kB/s
47.243.234.9,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,2943 kB/s
8.219.142.191,2096,true,SIN,Asia Pacific,Singapore,297 ms,2940 kB/s
8.219.66.156,8443,true,NRT,Asia Pacific,Tokyo,371 ms,2918 kB/s
47.237.81.112,2087,true,SIN,Asia Pacific,Singapore,302 ms,2898 kB/s
47.242.157.96,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,2876 kB/s
47.245.102.52,2096,true,SIN,Asia Pacific,Singapore,315 ms,2876 kB/s
8.219.153.237,2083,true,NRT,Asia Pacific,Tokyo,359 ms,2870 kB/s
8.218.122.55,2083,true,HKG,Asia Pacific,Hong Kong,64 ms,2860 kB/s
47.237.83.20,2083,true,SIN,Asia Pacific,Singapore,282 ms,2849 kB/s
47.236.237.90,2083,true,SIN,Asia Pacific,Singapore,332 ms,2841 kB/s
47.236.166.131,2053,true,SIN,Asia Pacific,Singapore,285 ms,2838 kB/s
47.245.114.163,2083,true,SIN,Asia Pacific,Singapore,299 ms,2828 kB/s
47.237.82.15,2083,true,SIN,Asia Pacific,Singapore,304 ms,2812 kB/s
8.210.9.129,2087,true,HKG,Asia Pacific,Hong Kong,67 ms,2734 kB/s
47.242.157.96,2053,true,HKG,Asia Pacific,Hong Kong,69 ms,2727 kB/s
8.218.1.163,2083,true,HKG,Asia Pacific,Hong Kong,62 ms,2695 kB/s
47.236.169.141,2083,true,SIN,Asia Pacific,Singapore,293 ms,2645 kB/s
47.237.92.26,2096,true,SIN,Asia Pacific,Singapore,290 ms,2633 kB/s
47.236.10.182,2096,true,SIN,Asia Pacific,Singapore,302 ms,2620 kB/s
47.242.202.230,8443,true,HKG,Asia Pacific,Hong Kong,75 ms,2607 kB/s
47.242.202.230,2087,true,HKG,Asia Pacific,Hong Kong,71 ms,2569 kB/s
8.222.193.65,2096,true,SIN,Asia Pacific,Singapore,297 ms,2569 kB/s
8.219.66.156,2053,true,NRT,Asia Pacific,Tokyo,385 ms,2524 kB/s
47.237.86.185,2087,true,SIN,Asia Pacific,Singapore,286 ms,2520 kB/s
47.236.17.193,2096,true,SIN,Asia Pacific,Singapore,303 ms,2506 kB/s
47.237.92.26,2083,true,SIN,Asia Pacific,Singapore,288 ms,2491 kB/s
8.210.34.188,2083,true,HKG,Asia Pacific,Hong Kong,67 ms,2450 kB/s
47.242.232.14,8443,true,HKG,Asia Pacific,Hong Kong,99 ms,2429 kB/s
47.76.33.40,2083,true,HKG,Asia Pacific,Hong Kong,68 ms,2415 kB/s
8.210.207.214,2096,true,HKG,Asia Pacific,Hong Kong,72 ms,2396 kB/s
8.210.175.109,2083,true,HKG,Asia Pacific,Hong Kong,168 ms,2392 kB/s
47.237.92.26,2053,true,SIN,Asia Pacific,Singapore,295 ms,2385 kB/s
47.243.27.217,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,2380 kB/s
8.222.208.38,2083,true,SIN,Asia Pacific,Singapore,296 ms,2367 kB/s
47.237.14.220,2083,true,SIN,Asia Pacific,Singapore,297 ms,2300 kB/s
47.237.95.146,2096,true,SIN,Asia Pacific,Singapore,341 ms,2213 kB/s
8.210.48.107,8443,true,HKG,Asia Pacific,Hong Kong,67 ms,2207 kB/s
47.243.173.187,2087,true,HKG,Asia Pacific,Hong Kong,94 ms,2197 kB/s
47.236.202.91,2053,true,SIN,Asia Pacific,Singapore,301 ms,2129 kB/s
47.236.202.91,2096,true,SIN,Asia Pacific,Singapore,303 ms,2121 kB/s
8.219.98.13,2087,true,SIN,Asia Pacific,Singapore,293 ms,2085 kB/s
47.242.7.162,2096,true,HKG,Asia Pacific,Hong Kong,66 ms,2079 kB/s
47.236.180.51,2053,true,SIN,Asia Pacific,Singapore,311 ms,2079 kB/s
47.236.125.62,2087,true,NRT,Asia Pacific,Tokyo,431 ms,2017 kB/s
47.236.170.225,2053,true,SIN,Asia Pacific,Singapore,297 ms,1995 kB/s
47.243.203.119,8443,true,HKG,Asia Pacific,Hong Kong,73 ms,1938 kB/s
47.236.180.51,2096,true,SIN,Asia Pacific,Singapore,288 ms,1938 kB/s
8.217.232.246,2053,true,HKG,Asia Pacific,Hong Kong,66 ms,1871 kB/s
47.236.125.62,2096,true,NRT,Asia Pacific,Tokyo,411 ms,1848 kB/s
47.237.95.156,2053,true,SIN,Asia Pacific,Singapore,304 ms,1833 kB/s
47.237.11.182,2053,true,SIN,Asia Pacific,Singapore,294 ms,1776 kB/s
8.210.3.24,2096,true,HKG,Asia Pacific,Hong Kong,70 ms,1774 kB/s
47.76.254.36,80,true,SIN,Asia Pacific,Singapore,58 ms,1695 kB/s
8.210.156.6,2087,true,HKG,Asia Pacific,Hong Kong,70 ms,1677 kB/s
47.242.157.96,8443,true,HKG,Asia Pacific,Hong Kong,63 ms,1598 kB/s
47.236.170.225,8443,true,SIN,Asia Pacific,Singapore,291 ms,1590 kB/s
47.237.11.182,2096,true,SIN,Asia Pacific,Singapore,303 ms,1590 kB/s
8.210.245.224,8443,true,HKG,Asia Pacific,Hong Kong,68 ms,1513 kB/s
47.243.203.119,2096,true,HKG,Asia Pacific,Hong Kong,59 ms,1493 kB/s
47.236.180.51,2087,true,SIN,Asia Pacific,Singapore,307 ms,1459 kB/s
8.210.3.24,2083,true,HKG,Asia Pacific,Hong Kong,65 ms,1392 kB/s
47.236.180.51,2083,true,SIN,Asia Pacific,Singapore,285 ms,1375 kB/s
8.219.174.142,2083,true,SIN,Asia Pacific,Singapore,303 ms,1375 kB/s
8.219.98.13,8443,true,SIN,Asia Pacific,Singapore,295 ms,1336 kB/s
47.236.10.182,2087,true,SIN,Asia Pacific,Singapore,306 ms,1320 kB/s
47.236.202.91,2083,true,SIN,Asia Pacific,Singapore,303 ms,1298 kB/s
47.236.10.182,8443,true,SIN,Asia Pacific,Singapore,299 ms,1296 kB/s
8.210.119.11,2083,true,HKG,Asia Pacific,Hong Kong,57 ms,1250 kB/s
8.219.174.142,2087,true,SIN,Asia Pacific,Singapore,295 ms,1222 kB/s
47.242.157.96,2083,true,HKG,Asia Pacific,Hong Kong,67 ms,1174 kB/s
8.219.170.232,2083,true,SIN,Asia Pacific,Singapore,279 ms,1119 kB/s
47.76.218.163,443,true,HKG,Asia Pacific,Hong Kong,56 ms,1024 kB/s
47.236.202.91,8443,true,SIN,Asia Pacific,Singapore,305 ms,1001 kB/s
47.76.37.57,2083,true,HKG,Asia Pacific,Hong Kong,66 ms,940 kB/s
47.236.202.91,2087,true,SIN,Asia Pacific,Singapore,298 ms,931 kB/s
8.210.119.11,2096,true,HKG,Asia Pacific,Hong Kong,69 ms,921 kB/s
47.237.95.146,8443,true,SIN,Asia Pacific,Singapore,310 ms,902 kB/s
47.76.203.101,2083,true,HKG,Asia Pacific,Hong Kong,60 ms,873 kB/s
47.236.10.182,2053,true,SIN,Asia Pacific,Singapore,291 ms,841 kB/s
47.76.203.101,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,809 kB/s
47.236.63.152,443,true,SIN,Asia Pacific,Singapore,292 ms,777 kB/s
47.243.173.187,2083,true,HKG,Asia Pacific,Hong Kong,66 ms,764 kB/s
47.76.178.146,2053,true,HKG,Asia Pacific,Hong Kong,63 ms,758 kB/s
8.219.170.232,2053,true,SIN,Asia Pacific,Singapore,304 ms,707 kB/s
47.238.6.58,2053,true,HKG,Asia Pacific,Hong Kong,68 ms,633 kB/s
47.236.181.185,8443,true,SIN,Asia Pacific,Singapore,284 ms,601 kB/s
8.210.3.24,8443,true,HKG,Asia Pacific,Hong Kong,68 ms,560 kB/s
8.219.174.142,2096,true,SIN,Asia Pacific,Singapore,281 ms,550 kB/s
8.219.170.232,2087,true,SIN,Asia Pacific,Singapore,303 ms,543 kB/s
8.219.170.232,2096,true,SIN,Asia Pacific,Singapore,294 ms,521 kB/s
8.219.199.220,2053,true,SIN,Asia Pacific,Singapore,342 ms,489 kB/s
8.218.122.55,8443,true,HKG,Asia Pacific,Hong Kong,62 ms,342 kB/s
47.243.173.187,8443,true,HKG,Asia Pacific,Hong Kong,118 ms,291 kB/s
47.239.12.227,80,true,SIN,Asia Pacific,Singapore,69 ms,176 kB/s
47.76.203.101,8443,true,HKG,Asia Pacific,Hong Kong,59 ms,160 kB/s
47.245.33.33,443,true,NRT,Asia Pacific,Tokyo,150 ms,29 kB/s
47.250.155.143,80,true,SIN,Asia Pacific,Singapore,161 ms,4 kB/s
47.242.59.216,8443,true,HKG,Asia Pacific,Hong Kong,69 ms,3 kB/s
47.76.49.246,8443,true,HKG,Asia Pacific,Hong Kong,60 ms,3 kB/s
47.76.178.146,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,1 kB/s
47.76.204.76,8443,true,HKG,Asia Pacific,Hong Kong,54 ms,0 kB/s
47.76.204.76,2053,true,HKG,Asia Pacific,Hong Kong,56 ms,0 kB/s
47.250.159.165,80,true,SIN,Asia Pacific,Singapore,166 ms,0 kB/s
47.243.234.9,2096,true,HKG,Asia Pacific,Hong Kong,85 ms,0 kB/s
47.243.234.9,2087,true,HKG,Asia Pacific,Hong Kong,87 ms,0 kB/s
47.76.37.57,2087,true,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.250.149.42,80,true,SIN,Asia Pacific,Singapore,165 ms,0 kB/s
47.76.37.57,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.76.37.57,8443,true,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.242.157.96,2096,true,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.217.232.246,2096,true,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.219.68.162,443,true,SIN,Asia Pacific,Singapore,303 ms,0 kB/s
47.242.234.127,2096,true,HKG,Asia Pacific,Hong Kong,89 ms,0 kB/s
8.219.114.201,443,true,SIN,Asia Pacific,Singapore,299 ms,0 kB/s
47.242.59.216,2087,true,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.242.234.127,2083,true,HKG,Asia Pacific,Hong Kong,125 ms,0 kB/s
8.219.229.190,8443,true,SIN,Asia Pacific,Singapore,295 ms,0 kB/s
