IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.60.54,80,false,SIN,Asia Pacific,Singapore,217 ms,4948 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,222 ms,4947 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,213 ms,4944 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,222 ms,4942 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,217 ms,4935 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,225 ms,4928 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,221 ms,4923 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,222 ms,4921 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,221 ms,4917 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,218 ms,4917 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,223 ms,4911 kB/s
47.236.164.215,2052,false,SIN,Asia Pacific,Singapore,224 ms,4909 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,231 ms,4908 kB/s
47.242.79.71,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,4906 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,221 ms,4906 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,218 ms,4905 kB/s
47.236.232.148,8080,false,SIN,Asia Pacific,Singapore,236 ms,4897 kB/s
8.219.60.54,8080,false,SIN,Asia Pacific,Singapore,223 ms,4894 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,227 ms,4893 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,236 ms,4883 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,239 ms,4875 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,222 ms,4865 kB/s
8.219.199.220,8880,false,SIN,Asia Pacific,Singapore,225 ms,4859 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,225 ms,4859 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,217 ms,4858 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,219 ms,4857 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,223 ms,4857 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,225 ms,4854 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,215 ms,4853 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,215 ms,4852 kB/s
47.245.105.224,80,false,SIN,Asia Pacific,Singapore,232 ms,4849 kB/s
47.237.125.8,80,false,SIN,Asia Pacific,Singapore,225 ms,4840 kB/s
8.219.77.222,2052,false,SIN,Asia Pacific,Singapore,219 ms,4839 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,223 ms,4836 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,221 ms,4836 kB/s
8.219.78.188,80,false,SIN,Asia Pacific,Singapore,222 ms,4830 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,227 ms,4826 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,223 ms,4820 kB/s
47.236.75.113,2052,false,SIN,Asia Pacific,Singapore,219 ms,4807 kB/s
8.219.104.37,8880,false,SIN,Asia Pacific,Singapore,224 ms,4806 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,220 ms,4804 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,220 ms,4803 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,223 ms,4802 kB/s
8.219.177.205,2086,false,SIN,Asia Pacific,Singapore,212 ms,4799 kB/s
47.242.176.237,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,4798 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,226 ms,4798 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,219 ms,4797 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,215 ms,4786 kB/s
8.219.78.188,2086,false,SIN,Asia Pacific,Singapore,222 ms,4784 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,221 ms,4782 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,226 ms,4781 kB/s
8.219.97.50,8080,false,SIN,Asia Pacific,Singapore,228 ms,4779 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,216 ms,4779 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,221 ms,4777 kB/s
47.76.37.57,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,4774 kB/s
47.236.117.48,2082,false,SIN,Asia Pacific,Singapore,232 ms,4766 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,233 ms,4763 kB/s
8.219.122.55,80,false,SIN,Asia Pacific,Singapore,217 ms,4762 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,216 ms,4762 kB/s
8.222.183.242,2052,false,SIN,Asia Pacific,Singapore,216 ms,4755 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,215 ms,4745 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,225 ms,4742 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,220 ms,4737 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,221 ms,4734 kB/s
8.222.146.222,8080,false,SIN,Asia Pacific,Singapore,240 ms,4731 kB/s
47.236.180.24,8080,false,SIN,Asia Pacific,Singapore,216 ms,4725 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,224 ms,4723 kB/s
47.237.92.26,2095,false,SIN,Asia Pacific,Singapore,222 ms,4716 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,222 ms,4714 kB/s
8.219.198.139,2095,false,SIN,Asia Pacific,Singapore,216 ms,4707 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,237 ms,4702 kB/s
8.219.122.55,2095,false,SIN,Asia Pacific,Singapore,217 ms,4699 kB/s
47.236.170.225,2086,false,SIN,Asia Pacific,Singapore,223 ms,4697 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,218 ms,4697 kB/s
47.236.189.92,2095,false,SIN,Asia Pacific,Singapore,214 ms,4695 kB/s
8.219.177.205,8880,false,SIN,Asia Pacific,Singapore,221 ms,4693 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,212 ms,4692 kB/s
47.236.180.24,8880,false,SIN,Asia Pacific,Singapore,227 ms,4691 kB/s
8.219.111.147,8080,false,SIN,Asia Pacific,Singapore,220 ms,4689 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,222 ms,4684 kB/s
8.222.193.65,80,false,SIN,Asia Pacific,Singapore,214 ms,4681 kB/s
8.219.86.200,2086,false,SIN,Asia Pacific,Singapore,216 ms,4680 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,219 ms,4673 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,224 ms,4669 kB/s
8.222.146.222,80,false,SIN,Asia Pacific,Singapore,224 ms,4667 kB/s
47.243.27.217,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4666 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,221 ms,4664 kB/s
8.219.114.201,2086,false,SIN,Asia Pacific,Singapore,220 ms,4663 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,231 ms,4659 kB/s
47.236.172.95,2095,false,SIN,Asia Pacific,Singapore,220 ms,4658 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,234 ms,4651 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,218 ms,4650 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,236 ms,4649 kB/s
47.76.26.26,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,4648 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,232 ms,4647 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,223 ms,4647 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,221 ms,4641 kB/s
8.222.193.65,8880,false,SIN,Asia Pacific,Singapore,213 ms,4640 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,222 ms,4636 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,220 ms,4635 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,219 ms,4634 kB/s
8.219.42.72,2086,false,SIN,Asia Pacific,Singapore,90 ms,4625 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,227 ms,4622 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,215 ms,4621 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,222 ms,4618 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,227 ms,4618 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,215 ms,4612 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,225 ms,4612 kB/s
47.236.75.152,80,false,SIN,Asia Pacific,Singapore,221 ms,4610 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,222 ms,4607 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,223 ms,4604 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,218 ms,4599 kB/s
47.245.105.224,8880,false,SIN,Asia Pacific,Singapore,229 ms,4597 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,218 ms,4597 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,216 ms,4596 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,216 ms,4588 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,223 ms,4584 kB/s
8.219.111.147,8880,false,SIN,Asia Pacific,Singapore,214 ms,4582 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,222 ms,4579 kB/s
47.238.6.102,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,4573 kB/s
47.236.232.148,2095,false,SIN,Asia Pacific,Singapore,225 ms,4571 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,224 ms,4568 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,221 ms,4563 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,227 ms,4556 kB/s
47.236.117.48,8080,false,SIN,Asia Pacific,Singapore,235 ms,4552 kB/s
8.219.104.37,2052,false,SIN,Asia Pacific,Singapore,222 ms,4546 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,221 ms,4544 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,226 ms,4540 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,230 ms,4535 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,229 ms,4532 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,219 ms,4530 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,224 ms,4527 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,217 ms,4524 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,221 ms,4524 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,221 ms,4521 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,231 ms,4518 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,212 ms,4516 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,236 ms,4512 kB/s
47.236.180.24,2095,false,SIN,Asia Pacific,Singapore,213 ms,4512 kB/s
8.219.139.13,2086,false,SIN,Asia Pacific,Singapore,225 ms,4487 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,217 ms,4485 kB/s
47.236.180.24,80,false,SIN,Asia Pacific,Singapore,218 ms,4484 kB/s
8.219.198.139,8080,false,SIN,Asia Pacific,Singapore,221 ms,4478 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,216 ms,4475 kB/s
8.219.77.222,8080,false,SIN,Asia Pacific,Singapore,222 ms,4475 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,214 ms,4474 kB/s
8.219.139.13,2095,false,SIN,Asia Pacific,Singapore,219 ms,4472 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,219 ms,4468 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,223 ms,4466 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,219 ms,4466 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,215 ms,4464 kB/s
8.222.146.222,8880,false,SIN,Asia Pacific,Singapore,219 ms,4464 kB/s
47.237.10.1,2082,false,SIN,Asia Pacific,Singapore,221 ms,4456 kB/s
47.236.164.215,2082,false,SIN,Asia Pacific,Singapore,214 ms,4444 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,225 ms,4442 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,218 ms,4442 kB/s
47.236.232.148,8880,false,SIN,Asia Pacific,Singapore,217 ms,4437 kB/s
47.243.206.150,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,4437 kB/s
8.219.78.188,2095,false,SIN,Asia Pacific,Singapore,230 ms,4423 kB/s
8.219.86.200,2095,false,SIN,Asia Pacific,Singapore,216 ms,4422 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,231 ms,4419 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,224 ms,4416 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,227 ms,4414 kB/s
8.217.123.243,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,4407 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,211 ms,4404 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,222 ms,4402 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,211 ms,4396 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,232 ms,4394 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,233 ms,4387 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,216 ms,4383 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,228 ms,4379 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,223 ms,4374 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,218 ms,4368 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,217 ms,4362 kB/s
47.236.205.188,2086,false,SIN,Asia Pacific,Singapore,229 ms,4361 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,220 ms,4360 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,220 ms,4357 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,224 ms,4356 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,224 ms,4347 kB/s
8.219.189.143,80,false,SIN,Asia Pacific,Singapore,228 ms,4346 kB/s
8.219.189.143,8080,false,SIN,Asia Pacific,Singapore,218 ms,4345 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,222 ms,4343 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,213 ms,4341 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,237 ms,4340 kB/s
8.217.66.3,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4339 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,223 ms,4338 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,218 ms,4336 kB/s
47.236.232.148,2082,false,SIN,Asia Pacific,Singapore,216 ms,4335 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,219 ms,4329 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,211 ms,4320 kB/s
8.222.137.192,2095,false,SIN,Asia Pacific,Singapore,228 ms,4319 kB/s
8.219.114.201,8080,false,SIN,Asia Pacific,Singapore,222 ms,4318 kB/s
8.218.65.171,80,false,HKG,Asia Pacific,Hong Kong,63 ms,4318 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,216 ms,4318 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,220 ms,4315 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,220 ms,4313 kB/s
47.237.95.140,8880,false,SIN,Asia Pacific,Singapore,220 ms,4311 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,221 ms,4309 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,226 ms,4309 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,221 ms,4305 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,213 ms,4304 kB/s
8.219.93.5,80,false,SIN,Asia Pacific,Singapore,217 ms,4304 kB/s
8.219.198.139,80,false,SIN,Asia Pacific,Singapore,216 ms,4302 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,222 ms,4298 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,218 ms,4296 kB/s
47.236.117.48,80,false,SIN,Asia Pacific,Singapore,221 ms,4296 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,219 ms,4294 kB/s
8.222.137.192,80,false,SIN,Asia Pacific,Singapore,215 ms,4293 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,229 ms,4290 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,219 ms,4289 kB/s
47.245.96.80,2095,false,SIN,Asia Pacific,Singapore,231 ms,4289 kB/s
8.219.139.13,80,false,SIN,Asia Pacific,Singapore,210 ms,4285 kB/s
8.218.207.169,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,4278 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,214 ms,4278 kB/s
47.236.9.152,2082,false,SIN,Asia Pacific,Singapore,218 ms,4276 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,224 ms,4275 kB/s
47.236.118.216,8880,false,SIN,Asia Pacific,Singapore,222 ms,4274 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,217 ms,4272 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,223 ms,4269 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,212 ms,4267 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,214 ms,4266 kB/s
8.222.146.222,2082,false,SIN,Asia Pacific,Singapore,224 ms,4266 kB/s
47.236.172.71,2086,false,SIN,Asia Pacific,Singapore,226 ms,4263 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,222 ms,4250 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,222 ms,4246 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,224 ms,4236 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,229 ms,4235 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,222 ms,4235 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,217 ms,4234 kB/s
47.236.75.152,2086,false,SIN,Asia Pacific,Singapore,224 ms,4231 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,222 ms,4229 kB/s
8.218.207.169,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,4227 kB/s
47.236.123.133,2095,false,SIN,Asia Pacific,Singapore,222 ms,4226 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,220 ms,4225 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,238 ms,4221 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,218 ms,4214 kB/s
8.219.1.92,8080,false,SIN,Asia Pacific,Singapore,221 ms,4214 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,225 ms,4213 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,219 ms,4212 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,215 ms,4210 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,216 ms,4202 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,232 ms,4199 kB/s
47.245.105.224,8080,false,SIN,Asia Pacific,Singapore,232 ms,4197 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,229 ms,4197 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,219 ms,4193 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,226 ms,4190 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,218 ms,4188 kB/s
47.236.164.215,8080,false,SIN,Asia Pacific,Singapore,225 ms,4186 kB/s
8.222.136.247,8080,false,SIN,Asia Pacific,Singapore,228 ms,4186 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,230 ms,4186 kB/s
47.236.170.225,8080,false,SIN,Asia Pacific,Singapore,216 ms,4183 kB/s
47.238.6.102,2052,false,HKG,Asia Pacific,Hong Kong,67 ms,4183 kB/s
8.219.177.205,80,false,SIN,Asia Pacific,Singapore,223 ms,4179 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,219 ms,4171 kB/s
8.219.199.220,2095,false,SIN,Asia Pacific,Singapore,228 ms,4166 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,231 ms,4165 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,222 ms,4164 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,222 ms,4163 kB/s
47.237.121.38,8880,false,SIN,Asia Pacific,Singapore,220 ms,4156 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,222 ms,4149 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,217 ms,4147 kB/s
8.219.86.200,80,false,SIN,Asia Pacific,Singapore,220 ms,4136 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,218 ms,4127 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,215 ms,4126 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,223 ms,4120 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,220 ms,4115 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,218 ms,4114 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,217 ms,4112 kB/s
47.238.6.102,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4111 kB/s
47.237.10.1,8080,false,SIN,Asia Pacific,Singapore,221 ms,4106 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,227 ms,4099 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,229 ms,4098 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,217 ms,4095 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,217 ms,4095 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,222 ms,4095 kB/s
47.76.37.57,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4092 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,215 ms,4088 kB/s
47.237.95.156,2052,false,SIN,Asia Pacific,Singapore,218 ms,4086 kB/s
8.210.164.75,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4085 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,211 ms,4084 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,218 ms,4081 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,218 ms,4077 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,216 ms,4075 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,218 ms,4072 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,224 ms,4072 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,235 ms,4071 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,214 ms,4064 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,215 ms,4057 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,240 ms,4053 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,218 ms,4041 kB/s
8.219.1.92,8880,false,SIN,Asia Pacific,Singapore,215 ms,4040 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,218 ms,4039 kB/s
8.218.201.73,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,4022 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,218 ms,4021 kB/s
8.219.77.222,8880,false,SIN,Asia Pacific,Singapore,217 ms,4014 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,226 ms,4010 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,223 ms,4006 kB/s
8.217.66.3,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4004 kB/s
8.219.107.135,8880,false,SIN,Asia Pacific,Singapore,220 ms,4002 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,223 ms,4001 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,227 ms,3996 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,223 ms,3995 kB/s
8.222.146.222,2086,false,SIN,Asia Pacific,Singapore,222 ms,3991 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,222 ms,3991 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,218 ms,3991 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,226 ms,3984 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,237 ms,3982 kB/s
47.236.189.92,80,false,SIN,Asia Pacific,Singapore,216 ms,3973 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,218 ms,3967 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,228 ms,3964 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,3959 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,229 ms,3952 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,218 ms,3945 kB/s
47.236.75.152,2095,false,SIN,Asia Pacific,Singapore,222 ms,3931 kB/s
8.219.111.147,80,false,SIN,Asia Pacific,Singapore,221 ms,3931 kB/s
47.236.180.24,2082,false,SIN,Asia Pacific,Singapore,222 ms,3927 kB/s
8.219.122.55,2082,false,SIN,Asia Pacific,Singapore,221 ms,3926 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,224 ms,3915 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,227 ms,3909 kB/s
8.219.77.222,2082,false,SIN,Asia Pacific,Singapore,218 ms,3902 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,223 ms,3895 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,226 ms,3888 kB/s
8.219.77.222,2095,false,SIN,Asia Pacific,Singapore,230 ms,3878 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,220 ms,3875 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,214 ms,3873 kB/s
